,tortoise,container,magpie,football,ambulance,ladder,toothbrush,syringe,sink,toy,organ,apple,cosmetics,paddle,snowman,beer,chopsticks,bird,croissant,cucumber,radish,towel,doll,skull,glove,tick,belt,sunglasses,banjo,cart,ball,backpack,bicycle,centipede,boat,surfboard,boot,headphones,shorts,bus,boy,screwdriver,barge,laptop,miniskirt,drill,dress,bear,waffle,pancake,woodpecker,pretzel,bagel,tower,teapot,person,swimwear,beehive,brassiere,bee,bat,starfish,popcorn,burrito,chainsaw,balloon,wrench,tent,lantern,toaster,flashlight,billboard,tiara,limousine,necklace,carnivore,scissors,stairs,printer,chair,shirt,poster,cheese,sock,earrings,tie,watercraft,cabinetry,suitcase,muffin,bidet,snack,snowmobile,clock,cattle,cello,camel,coat,suit,desk,cat,juice,gondola,beetle,cannon,cookie,fountain,coin,calculator,cocktail,box,stapler,drum,dessert,drink,zucchini,ladle,dice,oven,dinosaur,ratchet,couch,spatula,whiteboard,door,hat,shower,eraser,fedora,guacamole,dagger,scarf,dolphin,sombrero,mug,tap,stretcher,goggles,blender,volleyball,vase,wardrobe,coffee,whisk,food,skirt,fax,fruit,nightstand,barrel,kite,tart,treadmill,fox,flag,jacket,egg,guitar,pillow,isopod,grape,panda,giraffe,woman,rhinoceros,bathtub,goldfish,houseplant,goat,house,horse,hammer,harp,sandal,saucer,harpsichord,heater,harmonica,hamster,curtain,bed,kettle,fireplace,scale,insect,kitchenware,invertebrate,bookcase,refrigerator,jaguar,artichoke,table,tableware,kangaroo,koala,knife,bottle,lynx,lavender,lighthouse,dumbbell,bowl,humidifier,porch,lizard,mammal,mouse,motorcycle,snowplow,missile,bust,man,milk,plate,mushroom,crutch,pitcher,mirror,scoreboard,briefcase,nail,oboe,ostrich,piano,girl,plant,potato,pasta,penguin,pumpkin,pear,mixer,cupboard,jacuzzi,pizza,pig,reptile,rifle,lipstick,skateboard,raven,rose,rabbit,sculpture,saxophone,shotgun,seafood,snowboard,sword,sushi,loveseat,ski,squirrel,tripod,stethoscope,submarine,scorpion,segway,snake,skyscraper,sheep,television,trombone,tea,tank,taco,telephone,torch,tiger,strawberry,trumpet,tree,tomato,train,tool,trousers,truck,coffeemaker,violin,vehicle,handbag,wine,weapon,wheel,worm,wok,whale,zebra,jug,cream,monkey,lion,bread,platter,chicken,eagle,helicopter,owl,duck,turtle,hippopotamus,crocodile,toilet,squid,clothing,footwear,lemon,spider,deer,frog,banana,rocket,countertop,dog,book,elephant,shark,candle,leopard,axe,porcupine,flower,canary,cheetah,hamburger,maple,building,fish,lobster,furniture,hedgehog,airplane,spoon,otter,bull,oyster,bomb,bench,caterpillar,butterfly,parachute,orange,antelope,beaker,window,closet,castle,jellyfish,goose,mule,swan,peach,coconut,raccoon,chisel,fork,lamp,camera,squash,racket,vegetable,diaper,unicycle,falcon,chime,snail,shellfish,cabbage,carrot,mango,jeans,flowerpot,pineapple,drawer,stool,envelope,cake,dragonfly,honeycomb,ladybug,shelf,watch,candy,salad,parrot,handgun,sparrow,van,grinder,tire,ruler,microphone,broccoli,umbrella,pastry,grapefruit,band-aid,animal,turkey,lily,pomegranate,doughnut,glasses,pen,ant,car,aircraft,skunk,watermelon,cantaloupe,dishwasher,flute,sandwich,shrimp,binoculars,ipod,accordion,willow,crab,crown,seahorse,perfume,alpaca,taxi,canoe,wheelchair,armadillo,maracas,helmet
organ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,13,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,1,0,4,0,0,0,0,0,64,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,290,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,7,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,78,0,0,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
apple,0,0,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0,6,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,5,0,1,1,0,0,1,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,2,1,7,3,0,0,1,0,1,0,1,0,29,0,1,0,0,0,0,1,1,4,7,0,0,0,1,0,0,0,3,1,0,0,32,22,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,1,0,0,1,2,0,4,0,2,0,952,0,0,1005,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,31,0,0,0,2,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,17,25,0,0,5,16,0,0,0,0,12,1,0,0,8,1,0,0,0,0,26,0,7,1,0,0,0,0,0,0,0,0,0,18,143,2,0,0,6,30,1,1,0,0,1,0,0,0,0,1,3,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,6,0,110,16,0,3,0,0,1,0,3,1,3,2,1,0,0,0,0,1,1,0,0,3,7,1,0,0,0,0,0,0,0,0,0,68,6,8,0,0,0,29,0,2,1,6,0,0,5,0,0,0,25,0,0,0,0,7,0,0,10,0,0,1,0,0,0,0,0,0,0,0,48,0,0,1,0,0,0,0,0,0,84,0,0,0,1,1,1,4,0,73,0,0,0,0,0,1,0,4,9,1,2,9,1,0,0,1,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,2,0,4,35,0,16,0,0,5,1,7,1,0,1,0,0,6,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cosmetics,0,1,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,11,0,0,0,0,0,0,0,0,345,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,1,7,0,0,9,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,9,0,0,3,15,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,1,0,1,3,0,0,1,1,0,4,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,205,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,12,0,0,0,105,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,105,17,0,0,0,1,0,0,0,0,0,0,0,0,216,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137,10,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,2,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,13,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
paddle,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,18,0,0,3,0,1,0,2088,104,0,0,10,1,54,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2210,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1719,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,2,0,0,0,2,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,169,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,71,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,5,0,0,0,2034,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,591,41,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,29,0,0,0,0,11,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,1,0,0,44
snowman,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,9,0,0,0,0,5,0,2,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,1,0,11,0,0,3,0,0,5,0,0,1,0,0,2,0,0,2,0,0,0,21,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,16,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,11,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,119,28,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,7,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beer,0,9,0,1,0,0,0,0,3,23,0,0,0,0,0,0,8,9,1,1,0,0,0,1,0,0,1,55,0,0,1,0,3,0,2,0,1,0,1,0,30,0,0,17,1,0,29,2,0,0,0,9,0,0,0,1971,2,0,0,0,0,0,2,2,0,2,0,3,0,0,0,7,1,0,0,18,0,0,1,46,6,20,4,0,0,4,2,3,0,1,0,89,0,1,1,0,0,1,23,4,8,152,0,0,0,0,0,0,0,484,2,0,0,30,4611,0,0,0,0,1,0,4,0,1,2,43,0,0,7,2,1,4,0,3,40,1,0,34,0,0,8,0,15,0,770,0,0,10,0,2,0,0,0,0,1,10,2,7,0,0,0,0,0,623,0,1,0,8,0,8,0,0,0,0,11,0,0,0,0,1,0,2,1,0,1,3,2,5,8,0,0,312,547,0,0,3,2464,0,0,0,0,12,0,1,0,58,0,1,0,0,0,1331,0,17,0,0,3,1,0,0,0,0,0,1,187,70,0,4,1,2,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,22,0,1,5,0,0,0,0,0,0,0,0,0,1,0,7,0,11,0,2,1,0,0,0,0,69,0,1,2,10,1,0,0,32,0,680,2,15,0,0,0,0,4,0,0,1,8,12,4,1,0,1,1,0,0,0,0,0,1468,67,1,0,0,0,1,0,2,12,14,0,0,22,0,0,0,18,0,0,17,0,21,1,3,150,0,0,10,0,1,1,0,2,0,0,0,2,0,0,18,1,0,0,0,0,0,0,0,0,0,14,1,12,1,0,32,0,0,0,0,0,5,0,2,0,28,8,1,0,2,0,5,0,0,0,14,10,0,18,0,0,0,1,0,6,0,7,1,2,3,0,0,33,0,0,0,1,318,3,0,21,0,0,2,0,0,0,16,4,0,0,2,0,2,2,0,0,0,0,0,0,0,0,3
chopsticks,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,1,0,4,0,0,0,1,1,0,0,6,0,0,0,14,54,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,390,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,23,186,0,0,0,12,0,0,0,0,39,0,0,0,2,0,0,0,0,0,13,0,15,0,0,0,1,0,0,0,0,0,0,3,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,51,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,7,0,0,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,8,1,0,2,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bird,11,1,118,0,0,2,0,0,7,272,0,6,0,11,9,9,0,0,0,0,0,2,3,3,4,1,0,24,0,6,8,1,23,0,213,8,0,2,13,6,137,0,0,10,0,0,31,9,0,1,471,0,0,41,4,1955,8,0,0,20,34,1,1,0,0,6,0,5,1,0,0,18,0,0,8,149,1,3,0,35,5,118,0,0,1,3,188,3,0,2,0,15,0,15,17,0,2,2,14,4,52,1,1,2,0,2,25,11,0,2,3,0,1,17,39,0,0,0,1,10,0,4,0,1,20,46,0,0,7,0,0,5,16,0,8,0,0,8,0,0,16,0,1,0,173,2,0,86,1,1,11,1,0,3,27,26,19,0,4,0,5,1,20,392,0,6,1,40,9,139,35,0,0,3,6,0,0,0,1,4,5,1,2,0,92,0,95,4,0,0,0,49,36,7,4,0,30,0,4,27,0,7,0,4,9,496,5,3,0,0,1,686,0,6,6,0,4,2,0,0,1,1,295,2,199,6615,0,0,736,8,1,0,2,0,1,10,35,1,1,0,429,10,13,278,1,1,3,2,0,0,0,2,33,4,0,0,1,2,5,40,5,6,0,2,0,0,1,0,5,1,1,4965,0,5,0,33,6,0,1,502,5,7,1,94,0,1,28,14,3,0,21,2,0,3,1263,1443,2,1160,4502,11,5,9,1,0,1356,315,1,4,17,1,6,1,1,81,65,9,3,2,0,0,9,746,227,0,0,8,308,31,1,96,6,21,0,21,4,0,0,34,0,77,6,5,11,0,141,0,8,0,2779,6,1278,0,2,3,0,1,6,5,3,0,14,0,0,1451,0,1,2,0,1,0,77,48,1,3,0,1,5,3,0,1,11,6,0,0,1378,0,1128,4,0,50,0,3,0,12,0,0,0,29201,304,2,1,0,75,1,0,112,27,0,2,0,0,0,0,0,2,0,0,4,6,0,0,0,2,0,14,0,1,0,3
croissant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,9,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,81,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,22,0,168,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,28,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cucumber,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,6,17,297,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,440,0,0,109,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17,0,0,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,7,1,0,0,0,0,0,0,0,0,0,1,25,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,64,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,57,0,329,0,0,0,0,0,0,11,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,111,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,191,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
towel,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,8,0,1,0,5,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,22,1,0,0,0,0,0,0,4,4,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
doll,0,0,0,2,0,0,0,0,0,2760,0,1,22,0,5,0,0,3,0,0,0,0,0,1,0,0,0,8,0,0,2,0,4,0,2,1,9,1,7,1,62,0,0,2,14,0,721,3,0,0,0,0,0,0,2,2553,5,0,6,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,21,17,0,0,0,15,2,26,0,8,1,4,1,3,1,1,0,9,0,5,0,1,0,14,6,2,12,0,0,0,0,0,0,0,0,0,7,0,0,32,9,0,0,0,0,1,0,5,0,0,1,59,0,0,3,0,0,6,1,1,1,0,0,7,0,0,4,1,0,0,49,17,0,4,3,0,0,1,0,0,0,10,1,4,6,0,0,1,0,755,0,1,0,3,0,9,6,0,0,1,3,0,0,0,0,2,3,0,2,0,4,0,5,3,0,0,0,32,10,0,0,0,9,0,0,0,0,1,0,1,0,244,0,3,0,0,2,99,0,0,0,0,1,5,0,0,0,0,0,3,1264,184,0,0,1,3,0,0,1,0,0,1,0,0,20,1,0,22,3,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,1,0,1,0,0,0,0,0,1,0,81,0,0,1,31,1,0,1,28,6,1,0,10,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2504,343,0,0,0,0,0,0,0,7,16,0,0,4,0,0,0,174,0,0,0,0,23,0,0,80,0,2,0,0,0,0,0,1,0,2,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,2,0,0,0,0,27,6,0,4,1,0,33,1,0,0,21,0,0,0,0,0,0,1,0,1,1,2,0,8,2,0,0,48,0,0,0,0,39,0,0,16,2,0,0,0,0,0,0,0,0,1,2,0,1,6,0,1,0,0,0,1,0,0,2
skull,1,0,0,1,0,1,0,0,1,23,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,7,0,1,1,0,5,0,1,0,0,1,0,1,6,0,0,1,0,0,6,0,0,0,0,0,0,0,0,215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,51,0,0,1,0,1,0,0,2,0,4,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,120,0,0,0,0,2,6,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,15,0,0,5,1,0,1,0,0,0,9,2,0,4,1,0,0,0,0,40,0,0,0,2,0,6,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,6,4,0,0,0,5,0,0,0,0,0,0,0,1,41,0,3,0,0,3,67,0,0,0,0,1,0,0,0,0,0,1,1,10,57,0,0,0,10,0,0,0,0,0,0,4,0,0,1,0,6,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,3,2,0,0,25,1,0,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,203,18,0,0,1,0,0,0,0,3,8,2,0,6,0,0,0,22,0,0,0,0,21,0,0,13,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,1,0,7,0,2,0,0,0,0,0,70,0,0,0,0,7,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
